unique_id,date,name,category,type,rating,price,average_revenue
132932530201568, 2022-11-08, Seaside Cottage, BeachHouse,Vacation, 4, 81.73, 
132932530203008, 2022-01-02, Seaside Cottage, BeachHouse,Vacation, 5, 84.61, 87616.0
132932530202576, 2022-06-09, Seaside Cottage, BeachHouse,Vacation, 3, 84.48, 81486.0
132932530195520, 2022-02-17, Family Farmhouse, Cottage,Vacation, 5, 76.71, 94593.0
132932530195616, 2022-08-05, Seaside Cottage, BeachHouse,Vacation, 4, 81.06, 85264.0
132932530197392, 2022-03-07, Seaside Cottage, BeachHouse,Vacation, 3, 71.36, 79900.0
132932530193936, 2022-05-31, Seaside Cottage, BeachHouse,Vacation, 4, 69.54, 71261.0
132932530201376, 2022-05-25, Seaside Cottage, BeachHouse,Vacation, 5, , 88888.0
132932530195760, 2022-02-26, Seaside Cottage, BeachHouse,Vacation, 4, 86.99, 77497.0
132932530193792, 2022-04-18, Family Farmhouse, Cottage,Vacation, 4, 95.03, 85253.0
132932530196432, 2022-07-01, Seaside Cottage, BeachHouse,Vacation, 4, 86.21, 98506.0
132932530196384, 2022-02-01, Family Farmhouse, Cottage,Vacation, 5, 63.33, 99146.0
132932530196528, 2022-01-17, Sunset Retreat, BeachHouse,Vacation, 4, 61.8, 86894.0
132932530198736, 2022-03-29, Seaside Cottage, BeachHouse,Vacation, 4, 89.33, 97177.0
132932530196240, 2022-02-19, Seaside Cottage, BeachHouse,Vacation, 4, 88.52, 
132932530203824, 2022-01-16, Seaside Cottage, BeachHouse,Vacation, 5, 76.16, 97232.0
132932530204064, 2022-02-21, Sunset Retreat, BeachHouse,Vacation, 4, 90.49, 97458.0
132932530196480, 2022-04-28, Seaside Cottage, BeachHouse,Vacation, 3, 74.62, 86107.0
132932530196336, 2022-01-15, Seaside Cottage, BeachHouse,Vacation, , 89.11, 95825.0
132932530203968, 2022-03-11, Urban Retreat, Cottage,Vacation, 4, 78.67, 92523.0
132932530201088, 2022-08-24, Family Farmhouse, Cottage,Vacation, 4, 60.28, 89776.0
132932530201136, 2022-01-05, Seaside Cottage, BeachHouse,Vacation, 4, 77.14, 92769.0
132932530204160, 2022-03-16, Royal Suite, HotelRoom,Travel, 5, 69.69, 79935.0
132932530204016, 2022-01-26, Sunset Retreat, BeachHouse,Vacation, 5, 68.57, 88158.0
132932530200896, 2022-09-19, Seaside Cottage, BeachHouse,Vacation, 4, 73.72, 99036.0
132932530200992, 2022-05-16, Seaside Cottage, BeachHouse,Vacation, 5, 84.2, 
132932530199888, 2022-01-24, Seaside Cottage, BeachHouse,Vacation, 4, 80.0, 87545.0
132932530203872, 2022-02-16, Seaside Cottage, BeachHouse,Vacation, 4, 87.05, 97968.0
132932530201328, 2022-06-23, Seaside Cottage, BeachHouse,Vacation, 4, 80.02, 98493.0
132932530199984, 2022-02-10, Family Farmhouse, Cottage,Vacation, 5, 72.73, 91618.0
132932530202912, 2022-11-10, Seaside Cottage, BeachHouse,Vacation, 4, 91.74, 92587.0
132932530202960, 2022-01-30, Family Farmhouse, Cottage,Vacation, 3, 73.82, 72095.0
132932530200944, 2022-05-06, Seaside Cottage, BeachHouse,Vacation, 4, 84.66, 68873.0
132932530199936, 2022-05-31, Seaside Cottage, BeachHouse,Vacation, 3, 67.48, 99435.0
132932530198208, 2022-01-23, Seaside Cottage, BeachHouse,Vacation, 4, 82.33, 91423.0
132932530196000, 2022-03-07, Urban Retreat, Cottage,Vacation, 4, 68.9, 89147.0
132932530195376, 2022-07-01, Seaside Cottage, BeachHouse,Vacation, , 95.43, 85639.0
132932530200032, 2022-03-22, Sunset Retreat, BeachHouse,Vacation, 3, 66.69, 99244.0
132932530198256, 2022-01-30, Seaside Cottage, BeachHouse,Vacation, 4, 77.29, 93225.0
132932530202624, 2022-03-10, Seaside Cottage, BeachHouse,Vacation, 3, 81.23, 98376.0
132932530200464, 2022-03-22, Seaside Cottage, BeachHouse,Vacation, 5, 84.63, 88073.0
132932530200704, 2022-09-18, Seaside Cottage, BeachHouse,Vacation, 5, 77.12, 99197.0
132932530200656, 2022-01-21, Seaside Cottage, BeachHouse,Vacation, 3, 86.97, 86628.0
132932530200608, , Sunset Retreat, BeachHouse,Vacation, 5, 72.21, 84237.0
132932530200560, 2022-03-12, Oceanfront Villa, BeachHouse,Vacation, 4, 73.88, 94297.0
132932530199648, 2022-05-22, Seaside Cottage, BeachHouse,Vacation, 4, 88.72, 82827.0
132932530199600, 2022-07-08, Family Farmhouse, Cottage,Vacation, , 79.14, 
132932530199552, 2022-07-01, Sunset Retreat, BeachHouse,Vacation, 2, 68.14, 95585.0
132932530199504, 2022-04-08, Seaside Cottage, BeachHouse,Vacation, , , 77690.0
132932530197872, 2022-02-12, Sunset Retreat, BeachHouse,Vacation, 3, 68.48, 98632.0
132932530197824, 2022-10-17, Sunset Retreat, BeachHouse,Vacation, 3, 73.33, 89293.0
132932530197776, 2022-11-05, Seaside Cottage, BeachHouse,Vacation, 5, 78.22, 86363.0
132932530197728, 2022-06-07, Seaside Cottage, BeachHouse,Vacation, 4, 69.39, 148981.78084481225
132932530197680, 2022-06-08, Seaside Cottage, BeachHouse,Vacation, 4, 81.27, 89292.0
132932530197968, 2022-01-23, Seaside Cottage, BeachHouse,Vacation, 3, 79.38, 86854.0
132932530197536, 2022-04-02, Seaside Cottage, BeachHouse,Vacation, 4, 92.83, 90847.0
132932530197440, 2022-02-08, Royal Suite, HotelRoom,Travel, 4, 88.58, 95382.0
132932530195712, 2022-04-11, Family Farmhouse, Cottage,Vacation, 4, 83.61, 95347.0
132932530195664, 2022-01-25, Sunset Retreat, BeachHouse,Vacation, 4, 87.49, 98294.0
132932530197296, , Seaside Cottage, BeachHouse,Vacation, 4, 80.42, 88063.0
132932530197248, 2022-03-08, Seaside Cottage, BeachHouse,Vacation, 2, 71.72, 86328.0
132932530197200, 2022-04-19, Seaside Cottage, BeachHouse,Vacation, 3, 76.78, 69553.0
132932530197152, 2022-05-31, Seaside Cottage, BeachHouse,Vacation, 3, 87.59, 85388.0
132932530197104, 2022-02-10, Seaside Cottage, BeachHouse,Vacation, 4, 78.33, 84204.0
132932530197056, 2022-05-05, Seaside Cottage, BeachHouse,Vacation, 4, 73.12, 95588.0
132932530197008, 2022-05-10, Family Farmhouse, Cottage,Vacation, 4, 77.3, 96715.0
132932530196960, 2022-02-26, Seaside Cottage, BeachHouse,Vacation, 4, 69.96, 78349.0
132932530196912, 2022-04-14, Seaside Cottage, BeachHouse,Vacation, 4, 92.32, 86074.0
132932530196864, 2022-03-24, Seaside Cottage, BeachHouse,Vacation, 4, 90.96, 70286.0
132932530196816, 2022-06-08, Family Farmhouse, Cottage,Vacation, 5, 64.28, 98946.0
132932530196768, 2022-04-22, Seaside Cottage, BeachHouse,Vacation, 5, 61.55, 97408.0
132932530196720, 2022-02-02, Seaside Cottage, BeachHouse,Vacation, 4, 90.15, 87978.0
132932530196672, 2022-02-15, Sunset Retreat, BeachHouse,Vacation, , 75.78, 85988.0
132932530196624, 2022-03-26, Seaside Cottage, BeachHouse,Vacation, 4, 96.41, 80933.0
132932530193600, 2022-05-20, Oceanfront Villa, BeachHouse,Vacation, 4, 77.37, 76333.0
132932530194944, 2022-05-18, Seaside Cottage, BeachHouse,Vacation, 3, 88.29, 93656.0
132932530194752, 2022-01-22, Family Farmhouse, Cottage,Vacation, 5, 76.25, 79081.0
132932530193552, 2022-04-10, Seaside Cottage, BeachHouse,Vacation, 5, 78.8, 89779.0
132932530194272, 2022-04-22, Sunset Retreat, BeachHouse,Vacation, 3, 88.0, 92057.0
132932530194080, 2022-02-21, Seaside Cottage, BeachHouse,Vacation, 4, 78.39, 98878.0
132932530196288, 2022-05-06, Urban Retreat, Cottage,Vacation, 3, 79.69, 86381.0
132932530199312, 2022-01-27, Seaside Cottage, BeachHouse,Vacation, 2, 67.13, 85473.0
132932530206416, 2022-01-06, Family Farmhouse, Cottage,Vacation, 4, 83.28, 98851.0
132932530195328, 2022-04-03, Family Farmhouse, Cottage,Vacation, 5, 97.74, 99197.0
132932530195184, 2022-02-21, Seaside Cottage, BeachHouse,Vacation, 4, 88.11, 
132932530195472, 2022-02-13, Family Farmhouse, Cottage,Vacation, 4, 82.13, 96835.0
132932530206704, 2022-02-06, Urban Retreat, Cottage,Vacation, 3, 84.12, 92566.0
132932530206560, 2022-01-15, Seaside Cottage, BeachHouse,Vacation, 4, 80.69, 76273.0
132932530198928, 2022-02-20, Family Farmhouse, Cottage,Vacation, 4, 81.66, 97924.0
132932530206272, 2022-06-05, Seaside Cottage, BeachHouse,Vacation, 4, 80.97, 82029.0
132932530206608, 2022-04-20, Seaside Cottage, BeachHouse,Vacation, 4, 80.19, 86938.0
132932530208528, 2022-05-05, Family Farmhouse, Cottage,Vacation, 2, 85.62, 94558.0
132932530200800, 2022-02-09, Seaside Cottage, BeachHouse,Vacation, 4, 66.9, 99374.0
132932530206752, 2022-01-06, Seaside Cottage, BeachHouse,Vacation, 5, 62.01, 73995.0
132932530206656, 2022-01-10, Seaside Cottage, BeachHouse,Vacation, 4, 77.31, 98616.0
132932530208576, 2022-03-16, Seaside Cottage, BeachHouse,Vacation, 5, 83.9, 96993.0
132932530199024, 2022-02-03, Family Farmhouse, Cottage,Vacation, 5, 72.63, 73961.0
132932530199744, 2022-01-08, Sunset Retreat, BeachHouse,Vacation, 2, 92.88, 97423.0
132932530208672, 2022-06-10, Sunset Retreat, BeachHouse,Vacation, 4, 74.52, 98136.0
132932530196576, 2022-02-14, Seaside Cottage, BeachHouse,Vacation, 5, 72.68, 91863.0
132932530199072, 2022-03-23, Seaside Cottage, BeachHouse,Vacation, 4, 84.74, 86407.0
132932530200272, 2022-04-15, Seaside Cottage, BeachHouse,Vacation, 4, 90.8, 69658.0
132932530200416, 2022-04-13, Urban Retreat, Cottage,Vacation, 5, 93.53, 97894.0
132932530199216, 2022-01-16, Seaside Cottage, BeachHouse,Vacation, 5, 87.44, 87746.0
132932530199264, 2022-09-18, Seaside Cottage, BeachHouse,Vacation, 3, , 97023.0
132932530199840, 2022-02-25, Seaside Cottage, BeachHouse,Vacation, 4, 66.21, 79663.0
132932530200320, 2022-01-25, Seaside Cottage, BeachHouse,Vacation, 4, 88.45, 82887.0
132932530200512, 2022-02-05, Seaside Cottage, BeachHouse,Vacation, 4, 72.35, 94602.0
132932530195808, 2022-02-18, Urban Retreat, Cottage,Vacation, 5, 86.1, 96674.0
132932530201232, 2022-02-19, Seaside Cottage, BeachHouse,Vacation, 5, 78.62, 97135.0
132932530200752, 2022-02-06, Seaside Cottage, BeachHouse,Vacation, 4, 77.6, 98924.0
132932530200080, 2022-03-05, Seaside Cottage, BeachHouse,Vacation, 3, 82.64, 87667.0
132932530201184, 2022-01-16, Urban Retreat, Cottage,Vacation, 4, 95.23, 92836.0
132932530198784, 2022-04-18, Seaside Cottage, BeachHouse,Vacation, 4, 71.98, 91581.0
132932530203728, 2022-05-07, Urban Retreat, Cottage,Vacation, 4, 73.44, 95971.0
132932530194032, 2022-04-15, Seaside Cottage, BeachHouse,Vacation, 5, 68.68, 67990.0
132932530203200, 2022-06-10, Sunset Retreat, BeachHouse,Vacation, 4, 61.25, 96519.0
132932530203632, 2022-03-24, Royal Suite, HotelRoom,Travel, 4, 92.71, 92604.0
132932530201472, 2022-01-27, Family Farmhouse, Cottage,Vacation, 5, 68.81, 92836.0
132932530203104, 2022-02-01, Sunset Retreat, BeachHouse,Vacation, 4, 80.46, 93496.0
132932530201616, 2022-07-20, Seaside Cottage, BeachHouse,Vacation, 2, 83.46, 92257.0
132932530201760, 2022-03-29, Seaside Cottage, BeachHouse,Vacation, 5, 93.28, 97941.0
132932530197344, 2022-03-27, Family Farmhouse, Cottage,Vacation, 3, 84.55, 73673.0
132932530196096, 2022-03-23, Seaside Cottage, BeachHouse,Vacation, 4, 79.26, 74939.0
132932530203920, 2022-01-03, Seaside Cottage, BeachHouse,Vacation, 5, 81.28, 98658.0
132932530195040, 2022-05-27, Seaside Cottage, BeachHouse,Vacation, 4, 86.24, 90328.0
132932530198880, 2022-01-06, Seaside Cottage, BeachHouse,Vacation, 4, 75.71, 96953.0
132932530193744, 2022-04-18, Family Farmhouse, Cottage,Vacation, 5, 76.15, 86843.0
132932530201280, 2022-01-06, Family Farmhouse, Cottage,Vacation, 5, 72.14, 82659.0
132932530197488, 2022-08-14, Family Farmhouse, Cottage,Vacation, 4, 62.47, 81049.0
132932530199120, 2022-05-18, Sunset Retreat, BeachHouse,Vacation, 4, 69.51, 97610.0
132932530196192, 2022-03-17, Sunset Retreat, BeachHouse,Vacation, 4, 88.35, 82932.0
132932530197920, 2022-04-11, Sunset Retreat, BeachHouse,Vacation, 3, 72.29, 74831.0
132932530204112, 2022-04-04, Seaside Cottage, BeachHouse,Vacation, 3, 82.67, 
132932530203776, 2022-07-05, Sunset Retreat, BeachHouse,Vacation, 4, 89.74, 74986.0
132932530203680, 2022-03-27, Seaside Cottage, BeachHouse,Vacation, 5, 74.7, 78647.0
132932530208720, , Seaside Cottage, BeachHouse,Vacation, 5, 86.16, 83367.0
132932530208624, 2022-02-15, Sunset Retreat, BeachHouse,Vacation, 4, 80.93, 98365.0
132932530201856, 2022-03-14, Urban Retreat, Cottage,Vacation, 3, 84.62, 91097.0
132932530196144, 2022-02-27, Seaside Cottage, BeachHouse,Vacation, , 80.99, 97366.0
132932530199456, 2022-02-18, Family Farmhouse, Cottage,Vacation, 4, 89.42, 78337.0
132932530199408, 2022-04-23, Seaside Cottage, BeachHouse,Vacation, 4, 84.82, 97568.0
132932530199360, 2022-01-18, Seaside Cottage, BeachHouse,Vacation, 5, 72.32, 91138.0
132932530199168, 2022-08-24, Seaside Cottage, BeachHouse,Vacation, 4, 96.98, 99486.0
132932530199696, 2022-05-11, Seaside Cottage, BeachHouse,Vacation, 4, , 82441.0
132932530198688, 2022-05-26, Seaside Cottage, BeachHouse,Vacation, 3, 99.28, 91509.0
132932530198592, 2022-04-07, Seaside Cottage, BeachHouse,Vacation, 3, 78.98, 97181.0
132932530193648, 2022-01-10, Urban Retreat, Cottage,Vacation, 5, 91.65, 98479.0
132932530201712, 2022-01-22, Seaside Cottage, BeachHouse,Vacation, 4, 92.1, 85733.0
132932530206224, 2022-08-21, Urban Retreat, Cottage,Vacation, 5, 96.84, 95729.0
132932530207424, 2022-03-01, Seaside Cottage, BeachHouse,Vacation, 4, 81.82, 87821.0
132932530202864, 2022-01-08, Seaside Cottage, BeachHouse,Vacation, 5, 70.69, 98722.0
132932530202816, 2022-01-12, Seaside Cottage, BeachHouse,Vacation, 4, 88.52, 90676.0
132932530201520, 2022-02-04, Seaside Cottage, BeachHouse,Vacation, 5, 93.4, 89086.0
132932530198448, 2022-03-06, Seaside Cottage, BeachHouse,Vacation, , 68.64, 92715.0
132932530195952, 2022-07-21, Seaside Cottage, BeachHouse,Vacation, 5, 75.68, 97030.0
132933434461824, , Seaside Cottage, BeachHouse,Vacation, 3, 87.86, 76323.0
132933434465664, 2022-05-03, Seaside Cottage, BeachHouse,Vacation, 4, 81.76, 85436.0
132933434467968, 2022-01-11, Seaside Cottage, BeachHouse,Vacation, 4, 90.95, 92205.0
132933434467056, 2022-04-11, Seaside Cottage, BeachHouse,Vacation, 3, 65.26, 98322.0
132933434458224, 2022-02-21, Urban Retreat, Cottage,Vacation, 3, 80.96, 99046.0
132933434469264, 2022-01-24, Seaside Cottage, BeachHouse,Vacation, 5, 95.47, 92145.0
132933434463648, , Seaside Cottage, BeachHouse,Vacation, 4, 79.48, 83496.0
132933434461680, 2022-08-09, Oceanfront Villa, BeachHouse,Vacation, 4, 77.36, 88305.0
132933434467632, 2022-05-13, Seaside Cottage, BeachHouse,Vacation, 4, 87.85, 87099.0
132933434461776, 2022-01-07, Sunset Retreat, BeachHouse,Vacation, 4, 71.58, 90613.0
132933434466240, 2022-06-18, Seaside Cottage, BeachHouse,Vacation, , 74.71, 95936.0
132933434467440, 2022-03-02, Sunset Retreat, BeachHouse,Vacation, 4, 82.03, 67904.0
132933434459232, 2022-04-21, Sunset Retreat, BeachHouse,Vacation, 5, 84.06, 98970.0
132933434465856, 2022-03-15, Seaside Cottage, BeachHouse,Vacation, 5, 80.32, 91508.0
132933434469216, 2022-04-24, Sunset Retreat, BeachHouse,Vacation, 3, 83.27, 64213.0
132933434458656, 2022-10-03, Seaside Cottage, BeachHouse,Vacation, 4, 81.01, 93512.0
132933434460960, 2022-11-12, Urban Retreat, Cottage,Vacation, 4, 90.01, 64139.0
132933434463504, 2022-02-13, Seaside Cottage, BeachHouse,Vacation, 5, 76.94, 96150.0
132933434470176, 2022-01-05, Seaside Cottage, BeachHouse,Vacation, 3, 77.11, 98449.0
132933434469648, 2022-02-05, Seaside Cottage, BeachHouse,Vacation, 4, 84.32, 95874.0
132933434460288, 2022-02-21, Seaside Cottage, BeachHouse,Vacation, 4, 80.38, 96944.0
132933434462208, 2022-01-04, Seaside Cottage, BeachHouse,Vacation, 3, 75.96, 70996.0
132933434467248, 2022-07-02, Seaside Cottage, BeachHouse,Vacation, , 81.43, 93061.0
132933434468832, 2022-03-12, Family Farmhouse, Cottage,Vacation, 5, 90.32, 81565.0
132933434469504, 2022-03-07, Family Farmhouse, Cottage,Vacation, 3, 69.56, 97291.0
132933434462880, 2022-05-31, Seaside Cottage, BeachHouse,Vacation, 4, 73.72, 98605.0
132933434468688, 2022-08-26, Seaside Cottage, BeachHouse,Vacation, 4, 75.13, 96805.0
132933434470032, 2022-02-06, Seaside Cottage, BeachHouse,Vacation, 5, 70.2, 92745.0
132933434469072, 2022-05-21, Seaside Cottage, BeachHouse,Vacation, 2, 82.28, 93624.0
132933434469024, 2022-04-17, Family Farmhouse, Cottage,Vacation, 5, 65.66, 99729.0
132933434465616, 2022-05-08, Seaside Cottage, BeachHouse,Vacation, 5, 76.16, 93810.0
132933434461152, 2022-01-04, Seaside Cottage, BeachHouse,Vacation, 4, 83.66, 95127.0
132933434469408, 2022-01-21, Seaside Cottage, BeachHouse,Vacation, 3, 84.98, 86138.0
132933434462784, 2022-04-29, Seaside Cottage, BeachHouse,Vacation, 4, 88.38, 92772.0
132933434469312, 2022-01-17, Seaside Cottage, BeachHouse,Vacation, 4, 86.8, 90486.0
132933434461104, 2022-01-20, Seaside Cottage, BeachHouse,Vacation, 4, 68.08, 88624.0
132933434468976, 2022-01-11, Sunset Retreat, BeachHouse,Vacation, 5, 78.83, 82138.0
132933434458272, 2022-07-04, Seaside Cottage, BeachHouse,Vacation, 4, 76.54, 98300.0
132933434469360, 2022-01-16, Urban Retreat, Cottage,Vacation, 5, 98.15, 79008.0
132933434468064, 2022-06-29, Seaside Cottage, BeachHouse,Vacation, 5, 93.51, 
132933434469744, 2022-04-17, Seaside Cottage, BeachHouse,Vacation, 4, 79.78, 94331.0
132933434464800, 2022-02-03, Seaside Cottage, BeachHouse,Vacation, 4, 85.03, 83988.0
132933434467872, 2022-01-05, Seaside Cottage, BeachHouse,Vacation, 3, 78.34, 87240.0
132933434458560, 2022-03-22, Seaside Cottage, BeachHouse,Vacation, 4, 76.88, 97621.0
132933434469168, 2022-02-15, Sunset Retreat, BeachHouse,Vacation, 5, 84.75, 94342.0
132933434461200, 2022-05-27, Seaside Cottage, BeachHouse,Vacation, 2, 86.58, 87022.0
132933434463216, 2022-04-12, Seaside Cottage, BeachHouse,Vacation, 4, 97.56, 
132933434468400, 2022-07-15, Seaside Cottage, BeachHouse,Vacation, 5, 90.25, 99250.0
132933434467584, 2022-06-07, Urban Retreat, Cottage,Vacation, 5, 63.65, 86604.0
132933434467392, , Seaside Cottage, BeachHouse,Vacation, 4, 94.5, 97873.0
132933434469792, 2022-03-16, Seaside Cottage, BeachHouse,Vacation, 5, 76.84, 99588.0
132933434465136, 2022-01-22, Sunset Retreat, BeachHouse,Vacation, 4, 77.61, 90477.0
132933434466768, 2022-06-16, Family Farmhouse, Cottage,Vacation, 5, , 99320.0
132933434460816, 2022-04-15, Seaside Cottage, BeachHouse,Vacation, 3, 74.57, 82239.0
132933434464608, 2022-04-28, Seaside Cottage, BeachHouse,Vacation, 4, 74.29, 81892.0
132933434465280, 2022-08-13, Sunset Retreat, BeachHouse,Vacation, 5, 82.95, 78370.0
132933434469984, 2022-04-18, Seaside Cottage, BeachHouse,Vacation, , 70.26, 84508.0
132933434459040, 2022-01-12, Urban Retreat, Cottage,Vacation, 4, 79.54, 98933.0
132933434464464, 2022-08-22, Seaside Cottage, BeachHouse,Vacation, 4, 80.17, 79703.0
132933434469552, 2022-04-18, Seaside Cottage, BeachHouse,Vacation, , 63.84, 97088.0
132933434463840, 2022-04-02, Seaside Cottage, BeachHouse,Vacation, 5, 92.31, 72405.0
132933434464656, 2022-01-09, Family Farmhouse, Cottage,Vacation, 4, 86.06, 94510.0
132933434463936, 2022-07-20, Seaside Cottage, BeachHouse,Vacation, 4, 88.62, 95059.0
132933434468256, 2022-02-11, Sunset Retreat, BeachHouse,Vacation, 4, 79.14, 76661.0
132933434471808, 2022-05-30, Seaside Cottage, BeachHouse,Vacation, 5, 61.59, 92169.0
132933434471856, 2022-04-17, Sunset Retreat, BeachHouse,Vacation, 5, 64.18, 87140.0
132933434470080, 2022-10-19, Urban Retreat, Cottage,Vacation, 4, , 89596.0
132933434467776, 2022-01-19, Family Farmhouse, Cottage,Vacation, 5, 61.56, 84421.0
132933434460048, 2022-08-27, Seaside Cottage, BeachHouse,Vacation, 4, 90.6, 81012.0
132933434464992, 2022-04-14, Seaside Cottage, BeachHouse,Vacation, 4, 64.83, 98257.0
132933434461440, 2022-01-28, Seaside Cottage, BeachHouse,Vacation, 3, 67.34, 
132933434466384, 2022-04-10, Seaside Cottage, BeachHouse,Vacation, 3, 87.25, 98277.0
132933434462400, 2022-06-04, Seaside Cottage, BeachHouse,Vacation, 4, 83.2, 94569.0
132933434468208, , Seaside Cottage, BeachHouse,Vacation, 3, 73.6, 91817.0
132933434462304, 2022-02-27, Royal Suite, HotelRoom,Travel, 2, 93.82, 78400.0
132933434462352, 2022-01-30, Family Farmhouse, Cottage,Vacation, 5, 73.67, 94222.0
132933434471616, 2022-06-04, Seaside Cottage, BeachHouse,Vacation, 5, 79.16, 90639.0
132933434462160, 2022-03-18, Seaside Cottage, BeachHouse,Vacation, 4, 86.95, 81678.0
132933434462256, 2022-03-08, Family Farmhouse, Cottage,Vacation, 5, 91.2, 90518.0
132933434461632, 2022-01-25, Seaside Cottage, BeachHouse,Vacation, 3, 79.57, 99042.0
132933434472048, 2022-02-27, Family Farmhouse, Cottage,Vacation, 5, 85.98, 92171.0
132933434466192, 2022-01-24, Family Farmhouse, Cottage,Vacation, 5, 83.54, 99806.0
132933434467920, 2022-02-28, Seaside Cottage, BeachHouse,Vacation, 4, 78.58, 88650.0
132933434465952, 2022-06-10, Seaside Cottage, BeachHouse,Vacation, 4, 95.05, 86040.0
132933434469120, 2022-07-03, Seaside Cottage, BeachHouse,Vacation, 5, 87.01, 98717.0
132933434466624, 2022-05-29, Seaside Cottage, BeachHouse,Vacation, , 89.85, 84665.0
132933434458320, 2022-02-07, Seaside Cottage, BeachHouse,Vacation, 3, 88.97, 96731.0
132933434466960, 2022-05-03, Seaside Cottage, BeachHouse,Vacation, 4, 71.85, 95835.0
132933434468544, 2022-04-18, Seaside Cottage, BeachHouse,Vacation, 4, 66.71, 99299.0
132933434463984, 2022-10-22, Seaside Cottage, BeachHouse,Vacation, 4, 90.3, 99267.0
132933434466912, 2022-01-28, Urban Retreat, Cottage,Vacation, 5, 75.13, 93603.0
132933434461248, , Seaside Cottage, BeachHouse,Vacation, 5, 77.62, 96516.0
132933434464848, 2022-02-20, Seaside Cottage, BeachHouse,Vacation, 3, , 96717.0
132933434466672, 2022-03-17, Seaside Cottage, BeachHouse,Vacation, 3, , 92596.0
132933434465088, 2022-04-03, Sunset Retreat, BeachHouse,Vacation, 5, 74.99, 82077.0
132933434464224, 2022-05-02, Sunset Retreat, BeachHouse,Vacation, 4, 76.05, 99595.0
132933434462112, 2022-01-02, Sunset Retreat, BeachHouse,Vacation, 5, 67.44, 92245.0
132933434461344, 2022-03-12, Sunset Retreat, BeachHouse,Vacation, 3, 60.87, 99640.0
132933434459520, 2022-02-13, Seaside Cottage, BeachHouse,Vacation, 4, 81.24, 83549.0
132933434464896, 2022-04-17, Seaside Cottage, BeachHouse,Vacation, 4, 61.66, 79290.0
132933434462928, 2022-02-04, Seaside Cottage, BeachHouse,Vacation, 4, 68.54, 72368.0
132933434462976, 2022-01-29, Family Farmhouse, Cottage,Vacation, 3, 87.28, 91182.0
132933434462064, 2022-06-03, Seaside Cottage, BeachHouse,Vacation, 5, 74.13, 82104.0
132933434465328, 2022-01-25, Seaside Cottage, BeachHouse,Vacation, , 75.22, 99925.0
132933434466336, 2022-09-16, Seaside Cottage, BeachHouse,Vacation, , 79.02, 69398.0
132933434465520, 2022-01-17, Family Farmhouse, Cottage,Vacation, 2, , 80458.0
132933434467152, 2022-01-04, Sunset Retreat, BeachHouse,Vacation, 5, 77.05, 95542.0
132933434466528, 2022-01-04, Seaside Cottage, BeachHouse,Vacation, 3, 68.47, 88980.0
